aback ad.向后地,朝后地
bitterly ad.怨恨地,悲痛地,残酷地
bituminous a.含沥青的
bizarre a.奇异的
blade n.刀锋,刀口,剑
blame n.过失,责备vt.责备,归咎于
blanch vt.漂白,变白,使变白vi.发白
bland a.温和的,乏味的,冷漠的
blanket n.毛毯,毯子vt.掩盖,覆盖a.总共的
blare n.巨响,吼叫声,光泽vi.高声鸣叫,大叫
blast n.阵,一阵风,爆炸vi.猛攻,公开批评,枯萎
blatant a.喧嚣的,吵闹的,俗丽的,炫耀的
blather vi.喋喋不休地讲,说废话n.废话,胡说
blaze n.火焰,烈火,白斑vi.燃烧,发光vt.宣布
bleak a.萧瑟的,苍白的,荒凉的,阴冷的
bleary a.眼睛模糊的,朦胧的
blemish n.污点,缺点vt.弄脏,玷污,损害
blend vt.混合n.混合
blight n.枯萎病vt.染上枯痿病,挫折vi.枯萎
blindly ad.轻率地,盲目地,无分别地
blink vi.眨眼,闪亮vt.眨眼,使闪亮n.瞬间
bliss n.福佑,天赐的福
blissful a.充满喜悦的
bloom n.花,开花,青春vi.开花,茂盛
bloomer n.1开花的植物2已成熟的人;有作为的人
blossom n.花,花开的状态,兴旺期vi.开花,兴旺
blueprint n.蓝图,设计图,(周详的)计划vt.制成蓝图
blunder n.大错,大失策vi.失策,绊倒,犯错vt.做错
blunt a.钝的,坦率的,麻痹的
bluntly ad.坦率地,率直地
blur vt.使模糊,弄脏vi.弄脏,模糊
blush vi.脸红,羞愧vt.弄成红色n.脸红
boardroom n.会议室,交换场所
boast n.吹牛vi.吹牛,自夸vt.夸口说,自恃有
bodily a.身体的ad.亲自
bog n.沼泽vt.使陷于泥淖vi.陷于泥淖
bogeyman n.可怕(或可憎)的人或物,妖怪,精灵
boisterous a.猛烈的,喧闹的,狂暴的
boldly ad.大胆地,显眼地
bolster n.支持,长枕vt.支持,支撑
bombard vt.炮击,攻击,轰击n.射石炮
bombast n.夸大的言辞
bondage n.奴役,束缚
bondwoman n.女奴隶
bony a.如骨的,多骨的,瘦骨嶙峋的
booby n.呆子,傻瓜
bookbinding n.装订
booker n.登记旅馆、车票、机票、戏票等的人员
bookish a.好读书的,书呆子的
boomerang n.回飞棒,飞去来器
boon n.恩惠
boost n.推进,支援,吹捧vt.推进,提高,捧场,促进
boredom n.厌烦,厌倦,令人厌烦的事物
borehole n.地上凿穿
borough n.自治的市镇,区
borrower n.借用人,剽窃者
botanical a.植物学的n.植物性药材
botanist n.植物学家
botany n.植物学
botch v.拙笨地修补,糟蹋n.拙笨的修补
bother vt.烦扰,迷惑vi.烦恼,操心n.纠纷,讨厌的人
bough n.大树枝
boulevard n.林荫大道
boundary n.边界,分界线
bounty n.慷慨,宽大,恩惠
bourgeois n.中产阶级分子,商人a.中产阶级的,平庸的
bout n.一回,回合,较量vt.来回耕
boycott n.联合抵制vt.联合抵制
brag n.吹牛v.吹牛
braggart n.吹牛a.吹牛的,自夸的
braid n.辫子,穗带vt.编成辫,镶边
branch n.树枝,支店,部门,分部,支流vt.分割
brass n.黄铜,黄铜制品a.黄铜的,铜管乐器的
bravado n.虚张声势
breakage n.破坏,破损处,破损量
breakthrough n.突破
breathless a.喘不过气来的,屏气的,死的,气喘吁吁的
breed n.种类,品种v.养育,引起,饲养,繁殖
breeze n.微风,煤屑,轻而易举的事vi.吹微风,逃走
brevity n.短暂,简短
briefly adv.1简单地,简短地2[修饰整句]简言之
brighten vi.变亮,活跃vt.使生辉,事快活
brilliance n.卓越,光辉
brilliant a.灿烂的,有才气的
brim n.边,边缘,(河)边vt.注满,使满溢vi.满溢
brine n.盐水,海水,海vt.浸入盐水
brink n.边缘,水滨
briskness n.敏捷,活泼
brittle a.易碎的,脆弱的,易坏的
broker n.掮客,经纪人
bronze n.青铜,铜像a.青铜色的
brood n.一窝,一伙vt.孵,沉思
brook n.小溪vt.容忍
brownstone n.赤褐色砂石,赤褐色砂石建筑a.上流社会的
browse v.n.浏览,吃草,放牧n.浏览
bruise n.瘀伤,擦伤vi.受伤,擦伤vt.使受伤
brusque a.唐突的,直率的
brutal a.残忍的,野蛮的,不讲理的
brutality n.残忍,无慈悲,野蛮的行为
brute n.畜生,残忍或好色之人a.残忍的,无理性的
bubble n.泡沫vi.冒泡,沸腾vt.使冒泡,滔滔不绝地说
buck n.元,雄鹿,谈话,自夸
bucket n.桶，水桶；一桶的量
buckle n.皮带扣,扣子vt.扣住,使弯曲vi.扣住,屈服
bucolic adj.牧人的,牧歌的,乡村的,田园生活的n.田园诗人
bud n.芽,花蕾vi.发芽,萌芽vt.使发芽
budget n.预算vi.编预算vt.编入预算,安排a.廉价的
buffalo n.水牛
buffer n.缓冲,缓冲区vt.缓冲n.缓冲区
buffoonery n.打诨,滑稽
bugaboo n.1鬼怪,妖怪,吓人的东西2(常指)莫名的恐惧
bulb n.球茎,电灯泡
bulge n.胀,膨胀vi.凸出vt.使膨胀
bulk n.大小,体积,大批,大多数vt.显得大,显得重要,
bulky a.庞大的
bully n.欺凌弱小者,土霸vt.威胁,恐吓,欺负
bum n.游荡者,懒鬼vi.过游民生活,流浪
bumblebee n.大黄蜂
bump n.撞击,肿块vt.碰撞vi.撞,颠簸而行
bumper n.缓冲器,满杯,丰收a.大胜利的
bundle n.捆,束vt.包扎,胡乱塞进vi.匆忙离开
bungle v.拙劣地工作,粗制滥造,失败n.粗劣,失败
bunny n.兔子
buoy n.浮标,浮筒,救生圈vt.使浮起,支撑,鼓励
buoyancy n.1浮力;浮性2乐天的性格，恢复力,开朗
buoyant a.有浮力的,心情愉快的
burdensome a.累赘的,恼人的,艰难的
bureaucracy n.官僚,官吏
bureaucratic a.官僚的
burgeon n.芽,嫩枝v.萌芽,发芽
burnish vt.磨,打磨,磨光n.光辉,光泽
burrow n.洞穴,藏身处vi.掘洞穴,钻研vt.掘,打洞
bust n.半身像,胸部,失败,殴打vt.使爆裂,使破产
bustle n.喧闹,裙撑vi.奔忙,喧闹vt.使活跃,催促
buttress n.拱壁,扶壁,支持物vt.支持,以扶壁支撑
bygone n.过去的事,往事a.过去的
bypass n.旁路vt.省略,绕过,忽视,回避
byproduct n.副产品
cabal n.徒党,秘密结社,阴谋vi.策划阴谋
cabbage n.卷心菜
cabin n.小屋,客舱vt.关在小屋
cabinet n.橱柜,内阁a.内阁的,小巧的
cable n.电缆,索vi.打海底电报vt.缚住
cache n.隐藏所,贮藏物vt.隐藏,窖藏
cacophony n.不愉快的音调,不协和音,杂音
cactus n.仙人掌
cade adj.离母而由人饲养的
cadent adj.1有节奏的;有韵律的2[古]下降的
cadge v.行乞,乞讨,贩卖
caffeine n.咖啡因,茶精(兴奋剂)
cajole vt.以甜言蜜语哄骗,勾引
calamity n.灾难,不幸事件
calculation n.计算,考虑,计算的结果
calf n.小牛,小牛皮,腓,小腿
calibrate vt.测定口径,校准,查看刻度,划刻度
caller n.访客,召集员,传唤员a.新鲜的
calligraphy n.笔迹,书法,墨宝
callous a.麻木的,无情的,起老茧的vt.使麻木
callow a.年轻而无经验的,(鸟)未生羽毛的
calumny n.诽谤,中伤
calve v.生小牛,下仔,(使)分离
camaraderie n.友情,友爱,同志爱
cameo n.刻有浮雕的宝石或贝壳
camouflage vt.伪装,欺瞒n.伪装,隐瞒,幌子
camper n.露营者
campsite n.营地
candid a.坦白的,率直的,公正的
candidate n.候选人,投考者
candor n.公正无私,坦率;率直,正直
cane n.手杖,细长的茎,藤条vt.以藤编制的
canine n.犬齿,犬a.犬的,似犬的,犬科的
canoe n.独木舟,轻舟vi.乘独木舟vt.用独木舟运
canon n.教会法规,圣典,准则n.佳能电器
canopy n.天篷,遮篷,苍穹vt.用天蓬遮盖
cant n.伪善之言,黑话,斜面,角落vi.讲黑话,倾斜
cantankerous a.心地不良的,爱吵架的
canvas n.帆布,画布,油画
capable a.有能力的,能的,能干的
capacity n.容量,能力,才能,资格n.容量
capitulate vi.有条件投降
capricious a.反复无常的,善变的,任性的
capstone n.顶石,定点
caption n.说明,字幕,标题vt.加上标题n.标题
captious a.吹毛求疵的,挑剔的
captivate vt.迷住,迷惑
captive n.俘虏,迷恋者a.被俘的,被迷住的
captivity n.囚禁,被关
carbon n.碳,副本,复写纸
cardinal n.枢机主教,鲜红色a.主要的,深红色的
cardiopulmonary adj.心肺的;与心肺有关的
careen vt.倾斜,倾,使倾侧n.船的倾侧
carefree a.无忧无虑的,不负责的
carelessly ad.不注意地,粗心地
caress n.爱抚,拥抱vt.爱抚,抱,怜爱,奉承
caretaker n.管理人,看管者,看守人
cargo n.货物
caricature n.讽刺画,漫画,讽刺描述法vt.画成漫画讽刺
carnal a.肉体的,肉欲的
carnival n.嘉年华会,狂欢节,饮宴狂欢
carnivore n.食肉动物
carnivorous a.食肉的
carol n.颂歌,欢乐的歌v.歌颂,欢唱
carouse n.喧闹的酒会或宴会vi.痛饮,畅饮
carp n.鲤鱼vi.吹毛求疵,挑剔
carpet n.地毯,毛毯vt.铺以地毯,铺盖
cart n.二轮运货马车vi.驾运货马车
cartographer n.地图制作者,制图师
carton n.硬纸盒,纸板箱
carving n.雕刻品,雕刻,雕刻术
cassette n.卡带,珠宝箱,暗盒,弹夹n.字盒
cast n.演员阵容,投掷,性质,预测,铸件vt.投,掷
casual a.偶然的,不经意的,便装的n.临时工,待命士兵
casualty n.严重事故,伤亡,受害者
cataloguer n.编目录者
catalyst n.1[化学]触媒2催化剂3激发对方的人
catastrophe n.大灾难,大祸
catastrophic a.悲惨的,灾难的
categorical a.属于范畴的,绝对的,明确的
category n.种类,类项
cater v.备办食物,投合,迎合
caterer n.备办食物者,备办宴席者
caterpillar n.毛虫
catfish n.鲶鱼
cathartic n.泻药,通便药a.通便的,导泻的
cathedral n.大教堂
catholic n.天主教徒,旧教徒a.天主教的,宽宏大量的
catnap n.打瞌睡,假寐vi.打瞌睡,假寐
catty a.狡猾的,阴险的,如猫的
caucus n.干部会议vi.开干部会议
causality n.因果关系
cause n.原因,目标vt.引起,使产生,成为...的原因
caustic n.腐蚀剂a.腐蚀性的
caution n.小心,慎重,警示vt.警告n.警告
cautionary a.警戒的
cautious a.谨慎的,小心的
cautiously ad.慎重地
cavalcade n.行列,骑马行列
cavalier n.骑士,武士
cavity n.洞,空穴,腔
cease n.停止v.停止,终了
ceiling n.天花板
celebrity n.名声,名人
celery n.芹菜
celestial a.天的,天国的,天空的
celibacy n.独身
cellist n.大提琴演奏家
cello n.大提琴
cellular a.细胞的
cellulose n.纤维素
cement n.水泥,接合剂vt.接合,用水泥涂,粘牢
cemetery n.墓地,公墓
censor n.检查员vt.检查,审查,删改
censorship n.检查制度
censure n.责难vt.非难,指责
census n.户口普查vt.实施统计调查
centennial n.百年纪念a.一百年的
centerpiece n.中心装饰品,(餐桌中央的摆饰)
centralize vt.集聚,集中,施行中央集权vi.集中
ceramic a.陶器的n.陶瓷制品
cereal n.谷类食品,早餐a.谷类的
cerebral a.脑的
ceremonial n.仪式a.正式的
certify v.证明,保证
chafe n.擦伤,气恼v.摩擦,擦痛,激怒
chagrin n.懊恼vt.使懊恼
chamber n.室,房间,枪膛vt.关在室内a.室内的
chancy a.不确实的,不安的
chaos n.大混乱,混沌
chaotic a.混乱的,无秩序的
character n.个性,字元,人物,资格,品格
characteristic n.特性,特征,特色a.特性的,本性的,有特色的
characterization n.描述,人物之创造
charade n.看手势猜字谜游戏
charcoal n.木炭
charitable adj.慈悲为怀的;仁慈的,慈善的
charity n.慈悲,博爱,慈善团体,施舍
charlatan n.吹牛者
charlatanism n.吹牛;朦混,欺骗
charm n.吸引力,魔力,符咒vt.迷住,使陶醉,行魔法
charter n.特许状,执照,宪章vt.特许
chasten vt.惩戒,抑制,磨练
chatter n.v.饶舌,喋喋不休的谈
chauvinist n.沙文主义者,盲目的爱国主义者
chemical n.化学药品a.化学的,化学用的
chemist n.化学家,药剂师
chemistry n.化学,化学作用
cherish vt.珍爱,怀有,爱护
cherry n.樱桃,樱桃树,樱桃色
chestnut n.栗子,栗树,栗色a.栗色的
chicanery n.强词夺理,狡辩,欺骗
chide v.斥责,责骂
chiefly ad.主要地
chili n.红辣椒
chill n.寒冷,失意a.寒冷的,冷漠的vt.使寒心,冷冻
chimney n.烟囱,灯罩
chimpanzee n.黑猩猩
chipmunk n.[动物]花栗鼠
chivalrous a.骑士的,勇敢的
chlorinate vt.使氯发生作用,用氯消毒
chomp vi.使劲地嚼,格格地咬,咬响牙齿
chop n.厚肉片,排骨,砍vt.剁碎,砍,切
chophouse n.小餐馆
chopper n.切物之人,斧头,切肉大刀,伐木者
chord n.弦,和音,情绪
chore n.零工,家务
choreographer n.舞蹈指导
chortle vi.咯咯笑n.得意的高笑
chorus n.合唱队,齐声v.齐声说道,合唱
chromosome n.染色体
chronic a.慢性的,习惯性的
chronicle n.年代记,记录,编年史vt.载入编年史
chronological adj.1按年代顺序的2年代学的,年表的
chubby a.圆胖的
chuckle n.吃吃的笑声,轻笑vi.吃吃的笑
chunk n.大块,矮胖的人或物
churlish a.粗野的
cinematography n.电影术
cinnamon n.肉桂,肉桂树,肉桂色a.肉桂色
circadian a.生理节奏的
circuitous a.迂回的路的,迂曲的,绕行的
circuitry n.电路,线路
circular a.圆形的,循环的,周围的
circulation n.流通,循环,发行量
circumlocution n.婉转曲折的说法
circumscribed adj.外接的
circumspect a.细心的,慎重的
circumstance n.环境,状况,事件
circumvent vt.绕行,陷害,包围,智取
cirque n.天然的圆形剧场,圆环,圈谷
citadel n.炮郭,根据地,大本营
citation n.引用,引证,引用文
cite vt.引用,引证,例证
citizenry n.市民
civil a.市民的,公民的,有礼貌的
civilian n.平民,文官a.平民的,文官的,民间的
civility n.礼貌,端庄
civilize vt.使开化,使文明vi.变文明
clairvoyant a.透视的,有透视力的n.透视者,千里眼的人
clamber n.攀登,爬上v.爬上,攀登
clammy a.湿粘的,病态的
clamp n.螺丝钳vt.夹紧,强加
clan n.氏族,宗族,党派
clandestine a.秘密的
clarification n.澄清,净化
clarify vi.澄清,阐明vt.使明晰
clarity n.清楚,透明
clash n.冲突,撞击声,抵触vi.冲突,抵触
class-conscious a.阶级意识的
classic n.古典作品,杰作a.最优秀的,古典的
classical a.古典的,正统派的,古典主义的
classification n.分类,分级
classify vt.分类,归类,分等
clause n.子句,条款
claustrophobic adj.幽闭恐惧症的
clay n.泥土,肉体,粘土
cleat n.楔子,栓,系缆绳vt.把索系在栓上
clergyman n.牧师
clerk n.办事员,行员,书记vi.当店员
clerkly a.书记的,书记似的,善写的
client n.客户,顾客,委托人n.客户
clientele n.诉讼委托人,客户
cliff n.悬崖,绝壁
climactic a.渐层法的,顶点的,高潮的
climate n.气候,民意状况,社会趋势,风土
climber n.登山者
clime n.地方,气候,风土
cling vi.粘紧,附着,紧贴,坚持
clinic n.诊所,临床教学
clinical a.临床的,病房用的
clip n.修剪,夹,回形针vt.修剪,痛打
clique n.私党,派系,阀vi.结党
cloak n.斗蓬,宽大外衣,掩护vt.遮掩,隐匿
close-knit adj.1紧相结合的;组织严密的2严谨的
closet n.壁橱,小室a.秘密的,空论的vt.关入小室
close-up n.特写镜头,仔细的观察,小传
closure n.关闭vt.使终止
clown n.小丑,粗鲁愚蠢的人
cloy vt.使吃饱,使过饱,使厌腻vi.吃饱
clue n.线索,暗示,情节vt.暗示,提供线索
clueless adj.1无线索的2(英俚)无可救药的;无知的
clumsily ad.笨拙,粗陋,不漂亮
clumsy a.笨拙的,不雅观的,粗陋的
cluster n.串,丛,群vi.丛生vt.使聚集n.簇
clutch n.抓紧,掌握,离合器,一窝小鸡vt.抓住
clutter n.杂乱vt.弄乱,混乱
coal n.煤,木炭v.加煤
coalesce vi.合并,联合,接合
coalition n.结合,合并,联合
coarse a.粗糙的,下等的,粗俗的a.粗略的
coast n.海岸,滑坡v.沿海岸而行
coastal a.海岸的,沿海的,沿岸的
coax vt.哄,诱骗,慢慢的做好vi.哄骗n.哄骗
cockpit n.驾驶员座舱,战场
cockroach n.蟑螂
cocoa n.可可粉,可可饮料,可可色
coda n.终结句,乐章结尾部,完结部
coddle vt.娇养,溺爱,煮蛋n.娇生惯养的人
coeducational adj.男女合校的
coercion n.强迫,威压,高压政治
coexistence n.共存,两立,并立
coffeepot n.咖啡壶
cogent a.使人首肯的,使人信服的,切实的
cognitive a.认知的,认识的,有认识力的
cognizant a.已认识,既知道,晓得
coherent a.互相密合着的,凝聚性的,连贯的
cohesive a.粘着的
coil n.卷,环绕,骚动vt.盘绕,卷
coincide vi.一致,符合
coincidence n.巧合,同时发生
coin-operated adj.<机器>投入硬币即发生作用的,投币式的
collaborate vi.合作,通敌
collapse n.崩溃,倒塌,虚脱vi.倒塌,崩溃,瓦解vt.使倒塌
collective a.集体的,聚集的,共同的
collector n.收集家,收税员
collegial adj.大学(学生),大学的组织的
collide vi.碰撞,互撞,抵触
collision n.碰撞,冲突,抵触
colloquially ad.用白话,用通俗语
collusion n.共谋,勾结
colonial a.殖民的,殖民地的
